IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.243.234.9,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.245.224,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.55.134,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.193.25,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.164.10,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.251.159,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.146.204,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.80.72,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.237.100.206,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
47.236.205.188,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
47.236.123.133,2095,2095,false,SIN,Asia Pacific,Singapore,38,0.00
47.242.252.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.222.222.64,2052,2052,false,SIN,Asia Pacific,Singapore,38,0.00
47.243.139.85,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.122.55,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.78.1,2052,2052,false,SIN,Asia Pacific,Singapore,38,0.00
8.217.232.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.91.121,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.100.23,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.107.135,2086,2086,false,SIN,Asia Pacific,Singapore,38,0.00
8.210.119.11,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.250.5,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.100.23,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.245.224,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.52.115,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.66.190,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.234.9,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.93.5,8080,8080,false,SIN,Asia Pacific,Singapore,38,0.00
8.218.2.181,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.59.216,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.234.9,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.222.249.190,2086,2086,false,SIN,Asia Pacific,Singapore,38,0.00
8.219.67.133,2095,2095,false,SIN,Asia Pacific,Singapore,38,0.00
47.243.139.85,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.221.165,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.97.50,8080,8080,false,SIN,Asia Pacific,Singapore,38,0.00
8.222.208.38,80,80,false,SIN,Asia Pacific,Singapore,38,0.00
8.210.175.109,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.222.237.131,2095,2095,false,SIN,Asia Pacific,Singapore,38,0.00
47.242.232.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.85.14,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.232.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.232.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.171.94,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.222.237.131,80,80,false,SIN,Asia Pacific,Singapore,38,0.00
8.210.203.7,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.175.109,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.97.50,2086,2086,false,SIN,Asia Pacific,Singapore,38,0.00
8.210.9.129,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.9.129,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.245.102.52,2086,2086,false,SIN,Asia Pacific,Singapore,38,0.00
47.76.178.146,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.207.60,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.237.95.156,80,80,false,SIN,Asia Pacific,Singapore,38,0.00
8.217.232.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.37.57,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.65.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.21.65,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.164.10,2087,2087,true,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.49.34,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.211.17,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.200.145,8880,8880,false,SIN,Asia Pacific,Singapore,38,0.00
47.242.54.157,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.204.76,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.5.154,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.127.73,2083,2083,true,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.132.81,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.55.134,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.146.204,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.207.60,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.243.95,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.122.55,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.126.53,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.207.169,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.157.96,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.55.134,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.239.116,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.169.63,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.155.183,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.169.63,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.10.100,2086,2086,false,SIN,Asia Pacific,Singapore,39,0.00
47.76.204.76,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.144.196,8880,8880,false,SIN,Asia Pacific,Singapore,39,0.00
8.210.21.65,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.156.6,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.66.190,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.57.13.107,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.222.215.228,80,80,false,SIN,Asia Pacific,Singapore,39,0.00
47.76.77.103,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.207.214,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.222.136.247,80,80,false,SIN,Asia Pacific,Singapore,39,0.00
47.243.107.148,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.206.150,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.219.100.168,2052,2052,false,SIN,Asia Pacific,Singapore,39,0.00
8.219.210.57,2086,2086,false,SIN,Asia Pacific,Singapore,39,0.00
8.219.111.147,2052,2052,false,SIN,Asia Pacific,Singapore,39,0.00
47.242.155.183,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.60.150,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.9.129,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.183.127,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.146.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.222.191.138,2052,2052,false,SIN,Asia Pacific,Singapore,39,0.00
47.243.139.243,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.173.187,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.204.76,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.170.54,2052,2052,false,SIN,Asia Pacific,Singapore,39,0.00
47.236.80.110,2052,2052,false,SIN,Asia Pacific,Singapore,39,0.00
8.210.34.188,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.170.54,2095,2095,false,SIN,Asia Pacific,Singapore,39,0.00
47.76.80.72,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.234.9,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.216.105,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.8.142,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.18.132,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.27.217,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.85.128,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.48.92,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.219.142.191,80,80,false,SIN,Asia Pacific,Singapore,39,0.00
47.243.5.154,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.94.15,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.39.96,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.54.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.147.230,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.83.239,80,80,false,SIN,Asia Pacific,Singapore,39,0.00
47.243.203.119,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.237.95.140,80,80,false,SIN,Asia Pacific,Singapore,39,0.00
8.219.49.65,2095,2095,false,SIN,Asia Pacific,Singapore,39,0.00
8.219.99.169,2082,2082,false,SIN,Asia Pacific,Singapore,39,0.00
8.218.142.253,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.204.76,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.79.71,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.53.110,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.234.127,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.222.191.138,2095,2095,false,SIN,Asia Pacific,Singapore,39,0.00
47.237.83.20,2052,2052,false,SIN,Asia Pacific,Singapore,39,0.00
8.218.126.53,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.39.96,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.126.53,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.102.102,80,80,false,SIN,Asia Pacific,Singapore,39,0.00
47.236.93.176,8080,8080,false,SIN,Asia Pacific,Singapore,39,0.00
47.242.36.78,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.17.250,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.48.92,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.10.182,8080,8080,false,SIN,Asia Pacific,Singapore,39,0.00
8.219.111.147,2086,2086,false,SIN,Asia Pacific,Singapore,40,0.00
47.237.92.26,2087,2087,true,SIN,Asia Pacific,Singapore,40,0.00
8.218.18.132,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.237.94.140,2082,2082,false,SIN,Asia Pacific,Singapore,40,0.00
47.76.146.1,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.39.96,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.57.233.126,80,80,false,SJC,North America,San Jose,40,0.00
47.236.121.23,2086,2086,false,SIN,Asia Pacific,Singapore,40,0.00
47.236.237.90,2052,2052,false,SIN,Asia Pacific,Singapore,40,0.00
8.217.250.5,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.169.63,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.172.95,2086,2086,false,SIN,Asia Pacific,Singapore,40,0.00
47.238.6.102,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.79.71,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.65.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.219.103.65,2086,2086,false,SIN,Asia Pacific,Singapore,40,0.00
47.76.33.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.80.72,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.207.169,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.57.14.118,80,80,false,SJC,North America,San Jose,40,0.00
8.217.149.28,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.130.95,2082,2082,false,SIN,Asia Pacific,Singapore,40,0.00
8.217.207.60,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.248.220,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.173.187,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.34.188,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.159.146,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.238.40.58,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.237.81.112,2095,2095,false,SIN,Asia Pacific,Singapore,40,0.00
8.218.8.142,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.164.10,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.136.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.219.113.232,2095,2095,false,SIN,Asia Pacific,Singapore,40,0.00
47.243.67.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.105.120,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.119.11,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.52.115,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.87.246,80,80,false,SIN,Asia Pacific,Singapore,40,0.00
8.219.142.191,2086,2086,false,SIN,Asia Pacific,Singapore,40,0.00
8.218.53.110,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.36.78,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.52.115,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.119.11,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.212.12.98,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.79.71,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.144.48,80,80,false,SIN,Asia Pacific,Singapore,40,0.00
8.210.39.96,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.139.85,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.169.63,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.202.230,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.74.220,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.49.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.159.146,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.17.193,2052,2052,false,SIN,Asia Pacific,Singapore,40,0.00
47.236.75.113,8880,8880,false,SIN,Asia Pacific,Singapore,40,0.00
47.236.166.131,2086,2086,false,SIN,Asia Pacific,Singapore,40,0.00
8.218.126.53,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.164.215,80,80,false,SIN,Asia Pacific,Singapore,40,0.00
8.218.48.92,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.159.146,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.90.180,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.42.219,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.178.146,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.21.65,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.219.163.195,8080,8080,false,SIN,Asia Pacific,Singapore,40,0.00
47.238.40.58,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.8.142,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.181.189,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.219.189.143,80,80,false,SIN,Asia Pacific,Singapore,40,0.00
47.237.94.140,8080,8080,false,SIN,Asia Pacific,Singapore,40,0.00
8.210.81.16,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.203.119,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.178.146,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.65.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.203.119,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.121.207,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.237.8.82,2086,2086,false,SIN,Asia Pacific,Singapore,41,0.00
8.218.222.36,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.203.7,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.74.220,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.101.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.18.235,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.149.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.236.205.188,2095,2095,false,SIN,Asia Pacific,Singapore,41,0.00
47.236.164.215,2095,2095,false,SIN,Asia Pacific,Singapore,41,0.00
8.210.9.129,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.18.132,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.236.180.24,2052,2052,false,SIN,Asia Pacific,Singapore,41,0.00
8.218.52.115,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.52.115,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.175.109,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.146.1,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.21.65,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.39.96,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.49.246,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.136.25,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.159.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.77.103,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.11.90,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.155.183,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.222.144.50,2086,2086,false,SIN,Asia Pacific,Singapore,41,0.00
47.243.91.58,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.204.76,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.100.23,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.139.243,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.204.128,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.100.23,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.183.127,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.203.7,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.178.146,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.77.103,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.203.119,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.173.187,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.122.55,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.48.92,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.193.25,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.188.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.139.85,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.11.90,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.155.238,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.32.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.236.180.24,8080,8080,false,SIN,Asia Pacific,Singapore,41,0.00
47.237.92.26,2095,2095,false,SIN,Asia Pacific,Singapore,41,0.00
8.217.248.220,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.219.209.14,2052,2052,false,SIN,Asia Pacific,Singapore,41,0.00
47.243.91.58,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.79.71,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.3.24,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.251.62,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.146.204,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.149.28,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.238.6.102,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.17.250,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.53.110,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.49.246,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.48.92,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.3.24,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.219.106.156,2082,2082,false,SIN,Asia Pacific,Singapore,41,0.00
8.219.220.88,2086,2086,false,SIN,Asia Pacific,Singapore,41,0.00
8.210.101.157,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.245.224,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.221.165,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.9.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.77.103,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.85.14,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.174.156,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.178.146,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.206.150,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.42.219,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.3.12,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.74.119,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.79.71,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.219.98.13,80,80,false,SIN,Asia Pacific,Singapore,42,0.00
8.217.221.165,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.34.188,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.219.51.211,2095,2095,false,SIN,Asia Pacific,Singapore,42,0.00
8.218.85.128,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.76.178.146,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.242.174.27,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.21.65,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.42.219,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.65.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.175.109,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.126.53,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.34.188,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.49.34,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.219.67.133,8880,8880,false,SIN,Asia Pacific,Singapore,42,0.00
8.217.250.5,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.74.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.76.146.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.52.115,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.142.253,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.242.59.216,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.203.7,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.146.204,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.8.142,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.242.17.250,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.219.142.191,2082,2082,false,SIN,Asia Pacific,Singapore,42,0.00
47.243.173.187,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.65.1,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.242.234.127,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.219.42.72,2095,2095,false,SIN,Asia Pacific,Singapore,42,0.00
47.76.178.146,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.85.14,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.219.50.180,2052,2052,false,SIN,Asia Pacific,Singapore,42,0.00
47.243.60.150,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.74.119,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.237.95.13,2086,2086,false,SIN,Asia Pacific,Singapore,42,0.00
8.217.221.165,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.192.93,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.219.120.87,8880,8880,false,SIN,Asia Pacific,Singapore,42,0.00
8.217.85.14,2096,2096,true,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.49.34,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.236.150.13,80,80,false,SIN,Asia Pacific,Singapore,42,0.00
8.218.52.115,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.9.129,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.242.17.250,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.219.191.40,2082,2082,false,SIN,Asia Pacific,Singapore,42,0.00
8.218.201.73,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.139.243,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.207.214,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.145.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.39.96,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
